Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
22-06-2016,22,June,2016,34,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,97,59,156
24-08-2013,24,August,2013,37,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,195,177,372
24-08-2015,24,August,2015,37,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
21-03-2014,21,March,2014,37,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,455,413,868
21-03-2016,21,March,2016,37,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,390,354,744
14-03-2014,14,March,2014,59,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,455,413,868
14-03-2016,14,March,2016,59,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,260,236,496
14-04-2014,14,April,2014,26,Young Adults (25-34),M,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,466,354,820
14-04-2016,14,April,2016,26,Young Adults (25-34),M,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,622,472,1094
21-11-2013,21,November,2013,30,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,492,295,787
21-11-2015,21,November,2015,30,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,689,413,1102
23-04-2014,23,April,2014,35,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
23-04-2016,23,April,2016,35,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,11,59,159,1065,649,1714
19-10-2013,19,October,2013,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
19-10-2015,19,October,2015,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,71,59,130
25-05-2014,25,May,2014,84,Seniors (64+),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,468,295,763
25-05-2016,25,May,2016,84,Seniors (64+),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,468,295,763
04-08-2013,4,August,2013,30,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
04-08-2015,4,August,2015,30,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
24-04-2014,24,April,2014,36,Adults (35-64),F,Germany,Hessen,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,178,118,296
24-04-2016,24,April,2016,36,Adults (35-64),F,Germany,Hessen,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,89,59,148
15-02-2014,15,February,2014,44,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,468,295,763
15-02-2016,15,February,2016,44,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
05-10-2013,5,October,2013,23,Youth (<25),M,Australia,Tasmania,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,628,531,1159
05-10-2015,5,October,2015,23,Youth (<25),M,Australia,Tasmania,Accessories,Bike Stands,All-Purpose Bike Stand,11,59,159,768,649,1417
08-09-2013,8,September,2013,32,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,447,354,801
08-09-2015,8,September,2015,32,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,447,354,801
18-11-2013,18,November,2013,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,596,472,1068
18-11-2015,18,November,2015,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,447,354,801
12-11-2013,12,November,2013,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,555,413,968
12-11-2015,12,November,2015,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
25-06-2014,25,June,2014,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
25-06-2016,25,June,2016,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
28-11-2013,28,November,2013,49,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,585,531,1116
28-11-2015,28,November,2015,49,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,390,354,744
01-08-2013,1,August,2013,34,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,159,118,277
01-08-2015,1,August,2015,34,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,317,236,553
03-08-2013,3,August,2013,34,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,793,590,1383
03-08-2015,3,August,2015,34,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
16-08-2013,16,August,2013,51,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,596,472,1068
16-08-2015,16,August,2015,51,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,596,472,1068
23-07-2014,23,July,2014,51,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
23-07-2016,23,July,2016,51,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,224,177,401
06-01-2014,6,January,2014,34,Young Adults (25-34),M,France,Loiret,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,495,354,849
06-01-2016,6,January,2016,34,Young Adults (25-34),M,France,Loiret,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,495,354,849
02-12-2013,2,December,2013,34,Young Adults (25-34),M,Germany,Hessen,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,533,354,887
02-12-2015,2,December,2015,34,Young Adults (25-34),M,Germany,Hessen,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,444,295,739
03-10-2013,3,October,2013,22,Youth (<25),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,562,354,916
03-10-2015,3,October,2015,22,Youth (<25),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
13-11-2013,13,November,2013,23,Youth (<25),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,655,413,1068
13-11-2015,13,November,2015,23,Youth (<25),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,468,295,763
18-11-2013,18,November,2013,35,Adults (35-64),M,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,143,118,261
18-11-2015,18,November,2015,35,Adults (35-64),M,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,71,59,130
19-04-2014,19,April,2014,32,Young Adults (25-34),M,France,Seine (Paris),Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
19-04-2016,19,April,2016,32,Young Adults (25-34),M,France,Seine (Paris),Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
03-04-2014,3,April,2014,18,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,476,354,830
03-04-2016,3,April,2016,18,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
31-12-2013,31,December,2013,24,Youth (<25),M,France,Hauts de Seine,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,889,590,1479
31-12-2015,31,December,2015,24,Youth (<25),M,France,Hauts de Seine,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,622,413,1035
04-02-2014,4,February,2014,39,Adults (35-64),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,79,59,138
04-02-2016,4,February,2016,39,Adults (35-64),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
18-08-2013,18,August,2013,26,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,793,590,1383
18-08-2015,18,August,2015,26,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,555,413,968
15-06-2014,15,June,2014,61,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
15-06-2016,15,June,2016,61,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
15-09-2013,15,September,2013,24,Youth (<25),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,984,590,1574
15-09-2015,15,September,2015,24,Youth (<25),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,984,590,1574
04-05-2014,4,May,2014,40,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,394,236,630
04-05-2016,4,May,2016,40,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,295,177,472
01-08-2013,1,August,2013,34,Young Adults (25-34),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,428,354,782
01-08-2015,1,August,2015,34,Young Adults (25-34),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,500,413,913
10-11-2013,10,November,2013,34,Young Adults (25-34),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,224,177,401
10-11-2015,10,November,2015,34,Young Adults (25-34),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
24-12-2013,24,December,2013,25,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,455,413,868
24-12-2015,24,December,2015,25,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,325,295,620
14-05-2014,14,May,2014,29,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,590,354,944
14-05-2016,14,May,2016,29,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,787,472,1259
13-03-2014,13,March,2014,51,Adults (35-64),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,400,354,754
13-03-2016,13,March,2016,51,Adults (35-64),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,533,472,1005
20-12-2013,20,December,2013,35,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
20-12-2015,20,December,2015,35,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,484,295,779
20-07-2013,20,July,2013,34,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
20-07-2015,20,July,2015,34,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,97,59,156
13-10-2013,13,October,2013,25,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,281,177,458
13-10-2015,13,October,2015,25,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,281,177,458
13-09-2013,13,September,2013,25,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,187,118,305
13-09-2015,13,September,2015,25,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,94,59,153
29-05-2014,29,May,2014,25,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,749,472,1221
29-05-2016,29,May,2016,25,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,936,590,1526
09-02-2014,9,February,2014,25,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
09-02-2016,9,February,2016,25,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
14-05-2014,14,May,2014,20,Youth (<25),F,France,Seine (Paris),Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,71,59,130
14-05-2016,14,May,2016,20,Youth (<25),F,France,Seine (Paris),Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,71,59,130
10-08-2013,10,August,2013,21,Youth (<25),F,France,Yveline,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,433,413,846
10-08-2015,10,August,2015,21,Youth (<25),F,France,Yveline,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,309,295,604
21-05-2014,21,May,2014,23,Youth (<25),M,France,Seine et Marne,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,428,354,782
21-05-2016,21,May,2016,23,Youth (<25),M,France,Seine et Marne,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
09-03-2014,9,March,2014,59,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,562,354,916
09-03-2016,9,March,2016,59,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,749,472,1221
27-05-2014,27,May,2014,50,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,689,413,1102
27-05-2016,27,May,2016,50,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,886,531,1417
03-11-2013,3,November,2013,40,Adults (35-64),M,France,Val de Marne,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,666,590,1256
03-11-2015,3,November,2015,40,Adults (35-64),M,France,Val de Marne,Accessories,Bike Stands,All-Purpose Bike Stand,12,59,159,799,708,1507
25-01-2014,25,January,2014,43,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,187,118,305
25-01-2016,25,January,2016,43,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,187,118,305
23-04-2014,23,April,2014,36,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,447,354,801
23-04-2016,23,April,2016,36,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,596,472,1068
27-02-2014,27,February,2014,56,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
27-02-2016,27,February,2016,56,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
19-11-2013,19,November,2013,21,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,678,413,1091
19-11-2015,19,November,2015,21,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
13-02-2014,13,February,2014,39,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,522,413,935
13-02-2016,13,February,2016,39,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,671,531,1202
30-10-2013,30,October,2013,31,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
30-10-2015,30,October,2015,31,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
28-12-2013,28,December,2013,31,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,194,118,312
28-12-2015,28,December,2015,31,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,97,59,156
15-04-2014,15,April,2014,30,Young Adults (25-34),M,France,Loiret,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,495,354,849
15-04-2016,15,April,2016,30,Young Adults (25-34),M,France,Loiret,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,413,295,708
01-07-2013,1,July,2013,37,Adults (35-64),M,France,Nord,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
01-07-2015,1,July,2015,37,Adults (35-64),M,France,Nord,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
04-04-2014,4,April,2014,21,Youth (<25),F,France,Seine (Paris),Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,571,472,1043
04-04-2016,4,April,2016,21,Youth (<25),F,France,Seine (Paris),Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,714,590,1304
26-05-2014,26,May,2014,22,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
26-05-2016,26,May,2016,22,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,11,59,159,873,649,1522
30-01-2014,30,January,2014,50,Adults (35-64),F,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,233,177,410
30-01-2016,30,January,2016,50,Adults (35-64),F,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,78,59,137
15-03-2014,15,March,2014,50,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,195,177,372
15-03-2016,15,March,2016,50,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,325,295,620
01-05-2014,1,May,2014,47,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,260,236,496
01-05-2016,1,May,2016,47,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
07-12-2013,7,December,2013,46,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,195,177,372
07-12-2015,7,December,2015,46,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
23-10-2013,23,October,2013,46,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
23-10-2015,23,October,2015,46,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,871,531,1402
26-10-2013,26,October,2013,46,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
26-10-2015,26,October,2015,46,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
24-07-2013,24,July,2013,44,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,224,177,401
24-07-2015,24,July,2015,44,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,224,177,401
30-01-2014,30,January,2014,50,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
30-01-2016,30,January,2016,50,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
20-04-2014,20,April,2014,24,Youth (<25),M,France,Nord,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
20-04-2016,20,April,2016,24,Youth (<25),M,France,Nord,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,79,59,138
10-10-2013,10,October,2013,48,Adults (35-64),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,357,295,652
10-10-2015,10,October,2015,48,Adults (35-64),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
29-03-2014,29,March,2014,58,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,390,354,744
29-03-2016,29,March,2016,58,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,325,295,620
22-09-2013,22,September,2013,52,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,130,118,248
22-09-2015,22,September,2015,52,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
03-12-2013,3,December,2013,44,Adults (35-64),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,522,413,935
03-12-2015,3,December,2015,44,Adults (35-64),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,298,236,534
10-05-2014,10,May,2014,35,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
10-05-2016,10,May,2016,35,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,195,177,372
11-05-2014,11,May,2014,35,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,520,472,992
11-05-2016,11,May,2016,35,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,390,354,744
22-09-2013,22,September,2013,61,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,678,413,1091
22-09-2015,22,September,2015,61,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
29-04-2014,29,April,2014,49,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
29-04-2016,29,April,2016,49,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,194,118,312
11-09-2013,11,September,2013,19,Youth (<25),M,France,Seine Saint Denis,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,571,472,1043
11-09-2015,11,September,2015,19,Youth (<25),M,France,Seine Saint Denis,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,642,531,1173
12-10-2013,12,October,2013,25,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
12-10-2015,12,October,2015,25,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
06-10-2013,6,October,2013,49,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
06-10-2015,6,October,2015,49,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
02-10-2013,2,October,2013,20,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,581,354,935
02-10-2015,2,October,2015,20,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,484,295,779
01-12-2013,1,December,2013,20,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
01-12-2015,1,December,2015,20,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,581,354,935
09-11-2013,9,November,2013,32,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,94,59,153
09-11-2015,9,November,2015,32,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,94,59,153
28-04-2014,28,April,2014,35,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,843,531,1374
28-04-2016,28,April,2016,35,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,562,354,916
01-05-2014,1,May,2014,41,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,325,295,620
01-05-2016,1,May,2016,41,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,325,295,620
22-10-2013,22,October,2013,41,Adults (35-64),F,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,466,354,820
22-10-2015,22,October,2015,41,Adults (35-64),F,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,311,236,547
18-02-2014,18,February,2014,37,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,520,472,992
18-02-2016,18,February,2016,37,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,650,590,1240
14-06-2014,14,June,2014,39,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,484,295,779
14-06-2016,14,June,2016,39,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
19-08-2013,19,August,2013,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,466,413,879
19-08-2015,19,August,2015,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,333,295,628
16-04-2014,16,April,2014,68,Seniors (64+),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
16-04-2016,16,April,2016,68,Seniors (64+),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
08-12-2013,8,December,2013,38,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,94,59,153
08-12-2015,8,December,2015,38,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,94,59,153
15-11-2013,15,November,2013,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
15-11-2015,15,November,2015,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,476,354,830
02-11-2013,2,November,2013,41,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,678,413,1091
02-11-2015,2,November,2015,41,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
09-09-2013,9,September,2013,23,Youth (<25),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,130,118,248
